INSERT_UPDATE Product;code[unique=true];$parentcategories;$catalogVersion;name[lang=en];description[lang=en];dependentProducts(code,$catalogVersion);unit(code);$prices;toolTipText;dependencyMessage[lang=en];thumbnailURL;thumbnailLargeURL;assetID;lineartURL;dynamicRendering;sortOrder[default=0];scene7Value;exportOnly;$approved;defaultSelected;dependentCategories(code,$catalogVersion),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;P;;ExemplisCatalog:Staged;P;Posture Back;;pieces;65 USD;;;;;;;0;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;TR2Stool.P;TR2Stool-Mechanism;ExemplisCatalog:Staged;P;Posture Back;;pieces;115 USD;;;;;;;0;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;TR2.P;TR2-Midback-Mechanism, TR2-Highback-Mechanism, TR2-Plastic-Mechanism;ExemplisCatalog:Staged;P;Posture Back;;pieces;115 USD;;;;;;;0;2;;;;FALSE;TR2-CylinderHeight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;TR2.Pe3;TR2-Midback-Mechanism, TR2-Highback-Mechanism, TR2-Plastic-Mechanism;ExemplisCatalog:Staged;P/e3;Posture Back with Seat Depth Adjustment;;pieces;194 USD;;;;;;;0;3;;;;FALSE;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;I;;ExemplisCatalog:Staged;I;Intensive;;pieces;65 USD;;;;;;;0;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Y;FocusExec-Mechanism, AmplifyLT-Mechanism, FocusLT-Mechanism, NovoLT-Mechanism;ExemplisCatalog:Staged;Y;Enhanced Synchro;;pieces;105 USD;With intuitive control placement and a slim handle, the enhanced synchro adjusts for height, tilt tension/lock and recline.   ;;;;;;0;4;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Amplify.Y;Amplify-Mechanism;ExemplisCatalog:Staged;Y;Enhanced Synchro;;pieces;65 USD;With intuitive control placement and a slim handle, the enhanced synchro adjusts for height, tilt tension/lock and recline.   ;;;;;;0;4;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;FocusHD.Y;FocusHD-Mechanism;ExemplisCatalog:Staged;Y;Enhanced Synchro;;pieces;105 USD;With intuitive control placement and a slim handle, the enhanced synchro adjusts for height, tilt tension/lock and recline.   ;;;;;;0;4;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Glove.Y;GloveActive-Mechanism;ExemplisCatalog:Staged;Y;Enhanced Synchro;;pieces;105 USD;With intuitive control placement and a slim handle, the enhanced synchro adjusts for height, tilt tension/lock and recline.   ;;;;;;0;4;;;;;GloveActive-Base-BaseColor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;GloveHD.Y;GloveActive-HD-Mechanism;ExemplisCatalog:Staged;Y;Enhanced Synchro;;pieces;105 USD;With intuitive control placement and a slim handle, the enhanced synchro adjusts for height, tilt tension/lock and recline.   ;;;;;;0;4;;;;;GloveActive-HD-Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Knack.Y;Knack-Mechanism;ExemplisCatalog:Staged;Y;Enhanced Synchro;;pieces;127 USD;With intuitive control placement and a slim handle, the enhanced synchro adjusts for height, tilt tension/lock and recline.   ;;;;;;0;4;;;;;Knack-MY-BaseColor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;KnackHD.Y;Knack-HD-Mechanism;ExemplisCatalog:Staged;Y;Enhanced Synchro;;pieces;127 USD;With intuitive control placement and a slim handle, the enhanced synchro adjusts for height, tilt tension/lock and recline.   ;;;;;;0;4;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Prava.Y;Prava-Mechanism;ExemplisCatalog:Staged;Y;Enhanced Synchro;;pieces;105 USD;With intuitive control placement and a slim handle, the enhanced synchro adjusts for height, tilt tension/lock and recline.   ;;;;;;0;4;;;;;Prava-KY-Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;ReAlign.Y;ReAlign-Mechanism;ExemplisCatalog:Staged;Y;Enhanced Synchro;;pieces;127 USD;With intuitive control placement and a slim handle, the enhanced synchro adjusts for height, tilt tension/lock and recline.   ;;;;;;0;4;;;;;ReAlign-CylinderHeight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;ReAlignHD.Y;ReAlign-HD-Mechanism;ExemplisCatalog:Staged;Y;Enhanced Synchro;;pieces;127 USD;With intuitive control placement and a slim handle, the enhanced synchro adjusts for height, tilt tension/lock and recline.   ;;;;;;0;4;;;;;ReAlign-HD-CylinderHeight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Sona.Y;Sona-Mechanism;ExemplisCatalog:Staged;Y;Enhanced Synchro;;pieces;105 USD;With intuitive control placement and a slim handle, the enhanced synchro adjusts for height, tilt tension/lock and recline.   ;;;;;;0;4;;;;;Sona-Y-CylinderHeight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;TR2.Y;TR2-Midback-Mechanism, TR2-Highback-Mechanism, TR2-HD-Mechanism;ExemplisCatalog:Staged;Y;Enhanced Synchro;;pieces;133 USD;With intuitive control placement and a slim handle, the enhanced synchro adjusts for height, tilt tension/lock and recline.   ;;;;;;0;4;;;;FALSE;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Vnt.Y;Focus-Mechanism;ExemplisCatalog:Staged;Y;Enhanced Synchro;;pieces;105 USD;With intuitive control placement and a slim handle, the enhanced synchro adjusts for height, tilt tension/lock and recline.   ;;;;;;0;4;;;;;Focus-Synchro-Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Ye3;FocusExec-Mechanism, AmplifyLT-Mechanism, FocusLT-Mechanism, NovoLT-Mechanism;ExemplisCatalog:Staged;Y/e3;Enhanced Synchro with Seat Depth Adjustment;;pieces;184 USD;This intuitive tension control boasts a full suite of ergonomic adjustments – height, tilt tension, tilt lock and seat depth – with compact levers to create individually calibrated seating.;;;;;;0;5;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Amplify.Ye3;Amplify-Mechanism;ExemplisCatalog:Staged;Y/e3;Enhanced Synchro with Seat Depth Adjustment;;pieces;144 USD;This intuitive tension control boasts a full suite of ergonomic adjustments – height, tilt tension, tilt lock and seat depth – with compact levers to create individually calibrated seating.;;;;;;0;5;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;FocusHD.Ye3;FocusHD-Mechanism;ExemplisCatalog:Staged;Y/e3;Enhanced Synchro with Seat Depth Adjustment;;pieces;184 USD;This intuitive tension control boasts a full suite of ergonomic adjustments – height, tilt tension, tilt lock and seat depth – with compact levers to create individually calibrated seating.;;;;;;0;5;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Glove.Ye3;GloveActive-Mechanism;ExemplisCatalog:Staged;Y/e3;Enhanced Synchro with Seat Depth Adjustment;;pieces;184 USD;This intuitive tension control boasts a full suite of ergonomic adjustments – height, tilt tension, tilt lock and seat depth – with compact levers to create individually calibrated seating.;;;;;;0;5;;;;;GloveActive-AdjSeat-Base-BaseColor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;GloveHD.Ye3;GloveActive-HD-Mechanism;ExemplisCatalog:Staged;Y/e3;Enhanced Synchro with Seat Depth Adjustment;;pieces;184 USD;This intuitive tension control boasts a full suite of ergonomic adjustments – height, tilt tension, tilt lock and seat depth – with compact levers to create individually calibrated seating.;;;;;;0;5;;;;;GloveActive-HDAdjSeat-Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Knack.Ye3;Knack-Mechanism;ExemplisCatalog:Staged;Y/e3;Enhanced Synchro with Seat Depth Adjustment;;pieces;206 USD;This intuitive tension control boasts a full suite of ergonomic adjustments – height, tilt tension, tilt lock and seat depth – with compact levers to create individually calibrated seating.;;;;;;0;5;;;;;Knack-MY-BaseColor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;KnackHD.Ye3;Knack-HD-Mechanism;ExemplisCatalog:Staged;Y/e3;Enhanced Synchro with Seat Depth Adjustment;;pieces;206 USD;This intuitive tension control boasts a full suite of ergonomic adjustments – height, tilt tension, tilt lock and seat depth – with compact levers to create individually calibrated seating.;;;;;;0;5;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Prava.Ye3;Prava-Mechanism;ExemplisCatalog:Staged;Y/e3;Enhanced Synchro with Seat Depth Adjustment;;pieces;184 USD;This intuitive tension control boasts a full suite of ergonomic adjustments – height, tilt tension, tilt lock and seat depth – with compact levers to create individually calibrated seating.;;;;;;0;5;;;;;Prava-Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;ReAlign.Ye3;ReAlign-Mechanism;ExemplisCatalog:Staged;Y/e3;Enhanced Synchro with Seat Depth Adjustment;;pieces;206 USD;This intuitive tension control boasts a full suite of ergonomic adjustments – height, tilt tension, tilt lock and seat depth – with compact levers to create individually calibrated seating.;;;;;;0;5;;;;;ReAlign-CylinderHeight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;ReAlignHD.Ye3;ReAlign-HD-Mechanism;ExemplisCatalog:Staged;Y/e3;Enhanced Synchro with Seat Depth Adjustment;;pieces;206 USD;This intuitive tension control boasts a full suite of ergonomic adjustments – height, tilt tension, tilt lock and seat depth – with compact levers to create individually calibrated seating.;;;;;;0;5;;;;;ReAlign-HD-CylinderHeight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Sona.Ye3;Sona-Mechanism;ExemplisCatalog:Staged;Y/e3;Enhanced Synchro with Seat Depth Adjustment;;pieces;184 USD;This intuitive tension control boasts a full suite of ergonomic adjustments – height, tilt tension, tilt lock and seat depth – with compact levers to create individually calibrated seating.;;;;;;0;5;;;;;Sona-Y-CylinderHeight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;TR2.Ye3;TR2-Midback-Mechanism, TR2-Highback-Mechanism, TR2-HD-Mechanism;ExemplisCatalog:Staged;Y/e3;Enhanced Synchro with Seat Depth Adjustment;;pieces;212 USD;This intuitive tension control boasts a full suite of ergonomic adjustments – height, tilt tension, tilt lock and seat depth – with compact levers to create individually calibrated seating.;;;;;;0;5;;;;FALSE;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Vnt.Ye3;Focus-Mechanism;ExemplisCatalog:Staged;Y/e3;Enhanced Synchro with Seat Depth Adjustment;;pieces;184 USD;This intuitive tension control boasts a full suite of ergonomic adjustments – height, tilt tension, tilt lock and seat depth – with compact levers to create individually calibrated seating.;;;;;;0;5;;;;;Focus-Synchro-Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Y.e3;Torsa-Mechanism;ExemplisCatalog:Staged;Y/e3;Enhanced Synchro with Comfort Drive and Seat Depth Adjustment;;pieces;65 USD;Our top-of-the-line synchro mechanism features easy-to-reach, intuitive controls for height, tilt tension/lock, and seat depth all controlled with a sychro feature that calibrates each option for a smooth, natural recline. ;;;;;;0;5;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;M;NonStopHD-Size2-Mechanism;ExemplisCatalog:Staged;M;Multi-Function;;pieces;141 USD;Achieve freedom of movement with a full suite of controls for seat/back tilt tension, forward tilt/lock, tension control and back height adjustment for lumbar support. ;;;;;;0;6;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Glove.M;GloveActive-Mechanism;ExemplisCatalog:Staged;M;Multi-Function;;pieces;141 USD;Achieve freedom of movement with a full suite of controls for seat/back tilt tension, forward tilt/lock, tension control and back height adjustment for lumbar support. ;;;;;;0;6;;;;;GloveActive-Base-BaseColor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;GloveHD.M;GloveActive-HD-Mechanism;ExemplisCatalog:Staged;M;Multi-Function;;pieces;141 USD;Achieve freedom of movement with a full suite of controls for seat/back tilt tension, forward tilt/lock, tension control and back height adjustment for lumbar support. ;;;;;;0;6;;;;;GloveActive-HD-Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Knack.M;Knack-Mechanism;ExemplisCatalog:Staged;M;Multi-Function;;pieces;163 USD;Achieve freedom of movement with a full suite of controls for seat/back tilt tension, forward tilt/lock, tension control and back height adjustment for lumbar support. ;;;;;;0;6;;;;;Knack-MY-BaseColor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;KnackHD.M;Knack-HD-Mechanism;ExemplisCatalog:Staged;M;Multi-Function;;pieces;163 USD;Achieve freedom of movement with a full suite of controls for seat/back tilt tension, forward tilt/lock, tension control and back height adjustment for lumbar support. ;;;;;;0;6;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;ReAlign.M;ReAlign-Mechanism;ExemplisCatalog:Staged;M;Multi-Function;;pieces;163 USD;Achieve freedom of movement with a full suite of controls for seat/back tilt tension, forward tilt/lock, tension control and back height adjustment for lumbar support. ;;;;;;0;6;;;;;ReAlign-Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;ReAlignHD.M;ReAlign-HD-Mechanism;ExemplisCatalog:Staged;M;Multi-Function;;pieces;163 USD;Achieve freedom of movement with a full suite of controls for seat/back tilt tension, forward tilt/lock, tension control and back height adjustment for lumbar support. ;;;;;;0;6;;;;;ReAlign-HD-Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;TR2.M;TR2-Midback-Mechanism, TR2-Highback-Mechanism, TR2-Plastic-Mechanism, TR2-HD-Mechanism, TR2-PlasticHD-Mechanism;ExemplisCatalog:Staged;M;Multi-Function;;pieces;169 USD;Achieve freedom of movement with a full suite of controls for seat/back tilt tension, forward tilt/lock, tension control and back height adjustment for lumbar support. ;;;;;;0;6;;;;FALSE;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Me3;;ExemplisCatalog:Staged;M/e3;Multi-Function with Seat Depth Adjustment;;pieces;220 USD;Achieve freedom of movement with a full suite of controls for seat/back tilt tension, seat depth, forward tilt/lock, tension control and back height adjustment for lumbar support. ;;;;;;0;7;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Glove.Me3;GloveActive-Mechanism;ExemplisCatalog:Staged;M/e3;Multi-Function with Seat Depth Adjustment;;pieces;220 USD;Achieve freedom of movement with a full suite of controls for seat/back tilt tension, seat depth, forward tilt/lock, tension control and back height adjustment for lumbar support. ;;;;;;0;7;;;;;GloveActive-AdjSeat-Base-BaseColor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;GloveHD.Me3;GloveActive-HD-Mechanism;ExemplisCatalog:Staged;M/e3;Multi-Function with Seat Depth Adjustment;;pieces;220 USD;Achieve freedom of movement with a full suite of controls for seat/back tilt tension, seat depth, forward tilt/lock, tension control and back height adjustment for lumbar support. ;;;;;;0;7;;;;;GloveActive-HDAdjSeat-Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Knack.Me3;Knack-Mechanism;ExemplisCatalog:Staged;M/e3;Multi-Function with Seat Depth Adjustment;;pieces;242 USD;Achieve freedom of movement with a full suite of controls for seat/back tilt tension, seat depth, forward tilt/lock, tension control and back height adjustment for lumbar support. ;;;;;;0;7;;;;;Knack-MY-BaseColor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;KnackHD.Me3;Knack-HD-Mechanism;ExemplisCatalog:Staged;M/e3;Multi-Function with Seat Depth Adjustment;;pieces;242 USD;Achieve freedom of movement with a full suite of controls for seat/back tilt tension, seat depth, forward tilt/lock, tension control and back height adjustment for lumbar support. ;;;;;;0;7;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;ReAlign.Me3;ReAlign-Mechanism;ExemplisCatalog:Staged;M/e3;Multi-Function with Seat Depth Adjustment;;pieces;242 USD;Achieve freedom of movement with a full suite of controls for seat/back tilt tension, seat depth, forward tilt/lock, tension control and back height adjustment for lumbar support. ;;;;;;0;7;;;;;ReAlign-Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;ReAlignHD.Me3;ReAlign-HD-Mechanism;ExemplisCatalog:Staged;M/e3;Multi-Function with Seat Depth Adjustment;;pieces;242 USD;Achieve freedom of movement with a full suite of controls for seat/back tilt tension, seat depth, forward tilt/lock, tension control and back height adjustment for lumbar support. ;;;;;;0;7;;;;;ReAlign-HD-Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;TR2.Me3;TR2-Midback-Mechanism, TR2-Highback-Mechanism, TR2-Plastic-Mechanism, TR2-HD-Mechanism, TR2-PlasticHD-Mechanism;ExemplisCatalog:Staged;M/e3;Multi-Function with Seat Depth Adjustment;;pieces;248 USD;Achieve freedom of movement with a full suite of controls for seat/back tilt tension, seat depth, forward tilt/lock, tension control and back height adjustment for lumbar support. ;;;;;;0;7;;;;FALSE;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Mech.A2;NonStopHD-Size2-Mechanism;ExemplisCatalog:Staged;A2;Euro Glide;;pieces;228 USD;Controls for height and tilt tension/lock allow easy individual adjustment, back height adjustment delivers lumbar support and a calibrated back/seat recline ratio for a natural recline. ;;;;;;0;8;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;ReAlign.A2;ReAlign-Mechanism;ExemplisCatalog:Staged;A2;Euro Glide;;pieces;250 USD;Controls for height and tilt tension/lock allow easy individual adjustment, back height adjustment delivers lumbar support and a calibrated back/seat recline ratio for a natural recline. ;;;;;;0;8;;;;;ReAlign-Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;ReAlignHD.A2;ReAlign-HD-Mechanism;ExemplisCatalog:Staged;A2;Euro Glide;;pieces;250 USD;Controls for height and tilt tension/lock allow easy individual adjustment, back height adjustment delivers lumbar support and a calibrated back/seat recline ratio for a natural recline. ;;;;;;0;8;;;;;ReAlign-HD-Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#### Arm Options;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;*AN;;ExemplisCatalog:Staged;*N;Armless;;pieces;0 USD;Armless chairs and stools are ideal for easy access and maximizing space. ;;;;;;0;0;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;A0;Amplify-Arm, AmplifyStool-Arm, Focus-Arm, Focus-Synchro-Arm, FocusExec-Arm, FocusHD-Arm, FocusStool-Arm, Torsa-Arm, Wit-Arm, WitStool-Arm, InFlex-Arm, InFlex-Task-Arm, InFlex-Casters-Arm, InFlexStool-Arm, InFlexStool-Task-Arm, Lumin-Sled-Arm, LuminStool-Arm, RioStool-Arm, Rio-WireRod-Arm, FocusSide-Glides-Arm, FocusSide-Casters-Arm, FocusCafeStool-Arm, Achieve-Arm, Prava-Arm, Prava-KY-Arm, Sona-Arm, Lumin-Task-Arm, Rio-Task-Arm , Anytime-Glides-Black-Arm, Anytime-Glides-Silver-Arm, Anytime-Casters-Black-Arm, Anytime-Casters-Silver-Arm, Anytime-Task-Arm, AnytimeStool-Black-Arm, AnytimeStool-Silver-Arm, AnytimeStool-Task-Arm, GloveActive-Arm, GloveActive-HD-Arm, Knack-Arm, Knack-HD-Arm, KnackStool-Arm, NonStopHD-Size2-Arm, NonStopHD-Size3-Arm, NonStopHDStool-Arm, TR2-Arm, OnCall-Arm, OnCall-Task-Arm, OnCallStool-Arm, OnCallStool-Task-Arm, ReAlign-Arm, ReAlignStool-Arm, Relay-Arm, RelayStool-Arm, Rowdy-Arm, Social-Arm, TR2Stool-Arm, AmplifyLT-Arms, FocusLT-Arms;ExemplisCatalog:Staged;A0;Armless;;pieces;0 USD;Armless chairs and stools are ideal for easy access and maximizing space. ;;;;;;0;0;;;;TRUE;,,
;AR0;Novo-Arm, NovoStool-Arm, WitSide-Arms, NovoLT-Arms;ExemplisCatalog:Staged;AR0;Armless;;pieces;0 USD;Armless chairs and stools are ideal for easy access and maximizing space. ;;;;;;0;0;;;;TRUE;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;AR1;Movi-Arms, MoviStool-Arms, WitSide-Arms;ExemplisCatalog:Staged;AR1;Fixed Arm;;pieces;58 USD;The uniform look of fixed-arm chairs creates a stylish work environment for conference and collaborative environment. ;;;;;;0;1;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;AR2;Novo-Arm, NovoStool-Arm;ExemplisCatalog:Staged;AR2;Fixed Task;;pieces;38 USD;The uniform look of fixed-arm chairs creates a stylish work environment for conference and collaborative environment. ;;;;;;0;1;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;AR4;Novo-Arm, NovoStool-Arm;ExemplisCatalog:Staged;AR4;Height Adjustable;;pieces;48 USD;Arm supports adjusts vertically to support a variety of users. ;;;;;;0;2;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;AR6;Novo-Arm, NovoStool-Arm;ExemplisCatalog:Staged;AR6;Multi-Adjustable (height/width);;pieces;78 USD;Vertical and horizontal adjustments on arms provides better ergonomic support for a variety of users. ;;;;;;0;3;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Rio4Leg.A0;Rio-Arm;ExemplisCatalog:Staged;A0;Armless;;pieces;0 USD;Armless chairs and stools are ideal for easy access and maximizing space. ;;;;;;0;0;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Lumin4Leg.A0;Lumin-Arm;ExemplisCatalog:Staged;A0;Armless;;pieces;0 USD;Armless chairs and stools are ideal for easy access and maximizing space. ;;;;;;0;0;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;A2;TR2-Arm, TR2Stool-Arm;ExemplisCatalog:Staged;A2;Fixed Loop;;pieces;75 USD;The uniform look of fixed-arm chairs creates a stylish work environment for conference and collaborative environment. ;;;;;;0;1;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;A12;TR2-Arm, TR2Stool-Arm;ExemplisCatalog:Staged;A12;Fixed Pad;;pieces;75 USD;The uniform look of fixed-arm chairs creates a stylish work environment for conference and collaborative environment. ;;;;;;0;2;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;A15;TR2-Arm, TR2Stool-Arm;ExemplisCatalog:Staged;A15;Height Adjustable;;pieces;110 USD;Arm supports adjusts vertically to support a variety of users. ;;;;;;0;3;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;A17;TR2-Arm, TR2Stool-Arm;ExemplisCatalog:Staged;A17;Height/Width Adjustable;;pieces;146 USD;Vertical and horizontal adjustments on arms provides better ergonomic support for a variety of users. ;;;;;;0;5;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;A26;GloveActive-Arm, GloveExec-Arm;ExemplisCatalog:Staged;A26;Fixed Loop;;pieces;75 USD;The uniform look of fixed-arm chairs creates a stylish work environment for conference and collaborative environment. ;;;;;;0;1;;;;FALSE;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;A27L;GloveActive-Arm, GloveActive-HD-Arm;ExemplisCatalog:Staged;A27L;Height Adjustable;;pieces;90 USD;Arm supports adjusts vertically to support a variety of users. ;;;;;;0;2;;;;FALSE;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;A27;GloveActive-Arm, GloveActive-HD-Arm;ExemplisCatalog:Staged;A27;Height Adjustable with Pivot;;pieces;100 USD;The pivot swings the arm out 30 degrees and height can be adjusted for enhanced forearm support. ;;;;;;0;3;;;;FALSE;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;A28L;GloveActive-Arm, GloveActive-HD-Arm;ExemplisCatalog:Staged;A28L;Height/Width Adjustable;;pieces;115 USD;Vertical and horizontal adjustments on arms provides better ergonomic support for a variety of users. ;;;;;;0;4;;;;FALSE;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
